LenderAmountCred,LenderAmountCred30,LenderAmountDeb,LenderAmountDeb30,LenderCountCred,LenderCountCred30,LenderCountDeb,LenderCountDeb30,LoanId,UniqLenderCount
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36629060280.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88644952248.0,0.0
150.0,150.0,0.0,0.0,1.0,1.0,0.0,0.0,66644444951.0,1.0
275.0,275.0,0.0,0.0,1.0,1.0,0.0,0.0,56611704745.0,1.0
600.0,350.0,0.0,0.0,2.0,1.0,0.0,0.0,15614527590.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51657753960.0,0.0
1000.0,500.0,-595.09,-296.93,2.0,1.0,6.0,3.0,44658216450.0,3.0
650.0,650.0,-1594.0600000000002,-618.1800000000001,1.0,1.0,9.0,3.0,42604274026.0,4.0
700.0,400.0,-2204.79,-631.44,3.0,1.0,34.0,10.0,66599675071.0,8.0
1750.0,1250.0,-1180.0400000000002,-1180.0400000000002,5.0,4.0,6.0,6.0,20646554482.0,5.0
2300.0,350.0,-3767.1,-1634.89,3.0,1.0,12.0,5.0,82634925148.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89645949361.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71664441318.0,0.0
4200.0,250.0,-3758.4199999999996,-1678.5099999999998,6.0,1.0,22.0,10.0,18662517051.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79606008575.0,0.0
1000.0,0.0,-2366.0000000000005,-820.6600000000001,1.0,0.0,21.0,7.0,18596499617.0,5.0
1500.0,1500.0,-119.41,-119.41,1.0,1.0,1.0,1.0,11614237751.0,1.0
5299.62,0.0,-4213.89,-2047.94,3.0,0.0,14.0,6.0,14583297311.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13639359119.0,0.0
255.0,255.0,0.0,0.0,1.0,1.0,0.0,0.0,21620791069.0,1.0
650.0,0.0,-1456.1,-593.34,1.0,0.0,7.0,3.0,57612556674.0,2.0
0.0,0.0,-1215.5500000000002,-347.3,0.0,0.0,7.0,2.0,50615002283.0,1.0
2150.0,1450.0,-1927.0300000000002,-737.39,5.0,3.0,20.0,7.0,52601457520.0,4.0
425.0,425.0,0.0,0.0,1.0,1.0,0.0,0.0,37644729658.0,1.0
475.0,0.0,-342.16,-165.18,2.0,0.0,4.0,2.0,68584243598.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16635989554.0,0.0
2175.0,600.0,-5438.03,-1910.3700000000001,5.0,1.0,27.0,10.0,17596556293.0,6.0
3000.0,3000.0,0.0,0.0,1.0,1.0,0.0,0.0,83640185564.0,1.0
2300.0,1450.0,-330.5,-66.1,5.0,3.0,5.0,1.0,47581168590.0,5.0
2900.0,900.0,-3767.31,-1026.9299999999998,6.0,2.0,8.0,2.0,50602972564.0,2.0
100.0,100.0,-773.88,-386.94,1.0,1.0,4.0,2.0,49656702039.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64584973759.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15608854717.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76587741211.0,0.0
1625.0,625.0,-283.24,0.0,2.0,1.0,1.0,0.0,29639005022.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18614066939.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75602399710.0,0.0
1888.0,944.0,-944.0,-944.0,6.0,2.0,2.0,2.0,98602385225.0,2.0
920.0,500.0,-409.84999999999997,-409.84999999999997,2.0,1.0,3.0,3.0,81639294727.0,2.0
1650.0,400.0,-891.21,-674.44,5.0,1.0,9.0,7.0,87611665694.0,5.0
3975.0,650.0,-356.95000000000005,-343.72,3.0,1.0,3.0,2.0,36622355225.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20599671275.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50633458495.0,0.0
500.01,0.01,-3055.01,-1025.01,2.0,1.0,6.0,4.0,95650240699.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16588593916.0,0.0
770.0,620.0,-196.47,-196.47,3.0,2.0,2.0,2.0,28647948536.0,3.0
3275.0,2010.0,-9566.62,-3384.49,8.0,4.0,43.0,13.0,20632750034.0,8.0
850.0,850.0,-82.59,-82.59,2.0,2.0,1.0,1.0,12612152180.0,3.0
0.0,0.0,-1188.31,-894.35,0.0,0.0,5.0,3.0,10639397129.0,2.0
700.0,700.0,-730.48,-255.48000000000002,2.0,2.0,8.0,3.0,88605794458.0,3.0
400.0,250.0,-2306.4300000000003,-285.99,2.0,1.0,8.0,1.0,67621606879.0,5.0
1050.0,1050.0,-2894.02,-270.02,1.0,1.0,7.0,1.0,76637791456.0,4.0
3985.0,2850.0,-1343.87,-674.71,7.0,2.0,9.0,5.0,21602858531.0,3.0
9917.0,1481.0,-9645.17,-4377.95,11.0,4.0,33.0,13.0,90614092189.0,10.0
0.0,0.0,-2471.58,-524.19,0.0,0.0,16.0,4.0,49621966554.0,3.0
9605.0,3345.0,-12667.54,-3145.5,14.0,7.0,38.0,12.0,11634397571.0,11.0
1180.0,0.0,-1188.0,-792.0,1.0,0.0,3.0,2.0,13640773811.0,3.0
1175.0,675.0,-237.10000000000002,-180.93,3.0,2.0,7.0,5.0,44603762745.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21588061392.0,0.0
150.0,150.0,-70.01,-70.01,1.0,1.0,1.0,1.0,96599274266.0,1.0
0.0,0.0,-1808.94,-602.98,0.0,0.0,6.0,2.0,29658276752.0,1.0
700.0,700.0,-2069.09,-245.0,1.0,1.0,5.0,1.0,83588600085.0,3.0
700.0,0.0,-220.0,0.0,1.0,0.0,1.0,0.0,12645086238.0,1.0
1400.0,0.0,-5492.14,-1351.1,2.0,0.0,17.0,4.0,11645328944.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17632545721.0,0.0
3300.0,0.0,-11389.990000000002,-4345.43,4.0,0.0,54.0,20.0,37643492129.0,11.0
950.0,950.0,-36.37,-36.37,2.0,2.0,1.0,1.0,67645620971.0,2.0
0.0,0.0,-105.0,-105.0,0.0,0.0,1.0,1.0,68610081835.0,1.0
0.0,0.0,-935.7600000000002,-267.36,0.0,0.0,7.0,2.0,79603755666.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44587155265.0,0.0
850.0,0.0,-772.47,-514.98,1.0,0.0,3.0,2.0,79622051239.0,1.0
1550.0,1250.0,-785.8100000000002,-521.9300000000001,4.0,3.0,7.0,3.0,83596283256.0,3.0
2025.0,1260.0,-2090.52,-1190.52,7.0,4.0,8.0,5.0,79624560466.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47654684153.0,0.0
0.0,0.0,-211.45000000000002,-211.45000000000002,0.0,0.0,2.0,2.0,55632477016.0,1.0
0.0,0.0,-92.65,-92.65,0.0,0.0,1.0,1.0,16637384475.0,1.0
1200.0,1200.0,-3237.4399999999996,-1379.8,3.0,3.0,12.0,9.0,67628838411.0,6.0
200.0,200.0,-60.0,-60.0,1.0,1.0,1.0,1.0,57613891219.0,1.0
650.0,650.0,0.0,0.0,1.0,1.0,0.0,0.0,89657833755.0,1.0
1200.0,550.0,-95.94,-95.94,2.0,1.0,1.0,1.0,26579958451.0,3.0
3100.0,1650.0,-3127.1300000000006,-1658.87,6.0,3.0,29.0,17.0,66625985461.0,7.0
1225.0,1225.0,-245.54,-245.54,2.0,2.0,2.0,2.0,70653796418.0,3.0
1950.0,750.0,-852.6800000000001,-341.6,2.0,1.0,5.0,2.0,88668717921.0,4.0
1100.0,600.0,-601.87,-500.87,3.0,1.0,6.0,4.0,80660882836.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30639080055.0,0.0
1600.0,800.0,-1044.2,-549.21,3.0,1.0,5.0,3.0,62630198777.0,2.0
0.0,0.0,-413.0,-165.2,0.0,0.0,5.0,2.0,66599167270.0,1.0
805.0,805.0,-534.76,-534.76,4.0,4.0,2.0,2.0,30612440188.0,4.0
400.0,0.0,-465.32,0.0,1.0,0.0,2.0,0.0,51599556098.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90605959469.0,0.0
4565.0,1510.0,-5810.7,-2249.7799999999997,7.0,4.0,33.0,13.0,94621922385.0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71586365893.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86653585668.0,0.0
200.0,0.0,-250.73000000000002,-121.08,1.0,0.0,4.0,2.0,41614880685.0,1.0
500.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,51659395430.0,1.0
700.0,700.0,-149.75,-149.75,1.0,1.0,1.0,1.0,37663148037.0,2.0
0.0,0.0,-210.3,-84.12,0.0,0.0,5.0,2.0,81660385747.0,1.0
4900.0,2700.0,-3715.2199999999993,-1010.9000000000001,12.0,4.0,21.0,6.0,62596104440.0,13.0
1160.0,1160.0,-299.98,-299.98,3.0,3.0,1.0,1.0,78630342236.0,2.0
0.0,0.0,-152.75,-152.75,0.0,0.0,1.0,1.0,87640902074.0,1.0
0.0,0.0,-2.5,0.0,0.0,0.0,2.0,0.0,52613911736.0,1.0
1525.0,1025.0,-1521.3,-273.8,3.0,2.0,3.0,1.0,14632763491.0,2.0
600.0,300.0,-1732.9100000000003,-541.87,2.0,1.0,15.0,5.0,61597346291.0,2.0
325.0,0.0,-1153.32,-384.44,1.0,0.0,6.0,2.0,33623057929.0,1.0
750.0,0.0,-405.36,-232.68,1.0,0.0,2.0,1.0,65598808315.0,1.0
300.0,0.0,-949.4499999999999,0.0,1.0,0.0,3.0,0.0,62598486618.0,2.0
250.0,250.0,0.0,0.0,1.0,1.0,0.0,0.0,81602617338.0,1.0
1000.0,0.0,-1513.19,-928.45,1.0,0.0,5.0,3.0,98636121915.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35621960825.0,0.0
3070.0,2050.0,-2327.8599999999997,-1427.86,13.0,9.0,11.0,8.0,70631320947.0,10.0
1025.0,650.0,-2036.4099999999996,-862.8,3.0,1.0,31.0,12.0,14617771960.0,6.0
400.0,400.0,-104.57,-104.57,1.0,1.0,1.0,1.0,27599585099.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42580560715.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37639647955.0,0.0
3560.0,1520.0,-3710.0,-1310.0,13.0,5.0,13.0,5.0,11614850573.0,4.0
350.0,350.0,-455.0,-455.0,1.0,1.0,2.0,2.0,40655579720.0,2.0
200.0,200.0,-630.0,0.0,1.0,1.0,1.0,0.0,72600943231.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81582201925.0,0.0
800.0,300.0,-206.61,-206.61,2.0,1.0,3.0,3.0,14631162372.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61594956939.0,0.0
400.0,0.0,-562.0,-422.0,1.0,0.0,3.0,2.0,93587598925.0,1.0
0.0,0.0,-397.96,0.0,0.0,0.0,1.0,0.0,47639079453.0,1.0
600.0,600.0,0.0,0.0,2.0,2.0,0.0,0.0,63645324275.0,2.0
700.0,0.0,-955.37,-571.36,1.0,0.0,10.0,4.0,86661024116.0,5.0
3151.56,505.0,-4297.350000000001,-1509.95,5.0,2.0,21.0,7.0,46612796662.0,5.0
950.0,550.0,-4463.94,-1301.86,3.0,2.0,22.0,7.0,20634872381.0,5.0
500.0,500.0,-587.91,-410.15,1.0,1.0,5.0,3.0,86653474798.0,2.0
1530.0,510.0,-1800.0,-600.0,6.0,2.0,6.0,2.0,24596692616.0,2.0
0.0,0.0,-393.26,-112.35999999999999,0.0,0.0,14.0,4.0,15629801971.0,1.0
1000.0,1000.0,-711.5100000000001,-181.54,1.0,1.0,7.0,1.0,15580095550.0,2.0
200.0,0.0,-181.62,-121.08,1.0,0.0,3.0,2.0,61629106067.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90657180274.0,0.0
500.0,0.0,-360.0,-120.0,1.0,0.0,3.0,1.0,27603570144.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88661593479.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83628326673.0,0.0
500.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,50608830042.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59603022726.0,0.0
400.0,400.0,-108.74,-108.74,1.0,1.0,1.0,1.0,89610782120.0,1.0
200.0,0.0,-190.19,-121.08,1.0,0.0,3.0,2.0,61595563838.0,1.0
1000.0,1000.0,-1803.0300000000002,-267.15,1.0,1.0,5.0,1.0,65628388395.0,1.0
1000.0,700.0,-5791.33,-1806.9599999999998,2.0,1.0,38.0,13.0,75596104546.0,4.0
3026.46,1000.0,-3500.3900000000003,-1566.8600000000001,5.0,1.0,24.0,9.0,93659390899.0,9.0
1000.0,400.0,-2819.02,-1447.9499999999998,3.0,1.0,21.0,11.0,83595469972.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44624119962.0,0.0
3201.48,1807.73,-8678.259999999998,-2214.1,5.0,3.0,42.0,12.0,90657203884.0,11.0
2561.82,1248.32,-4170.32,-2069.0800000000004,9.0,4.0,19.0,7.0,23623532610.0,5.0
1150.0,800.0,-513.44,-181.72,2.0,1.0,5.0,2.0,54659568221.0,2.0
3005.0,0.0,-3052.4699999999993,-1212.74,2.0,0.0,19.0,8.0,83633101121.0,3.0
2100.0,300.0,-3017.1900000000005,-637.29,4.0,1.0,22.0,5.0,28628316586.0,6.0
2460.61,760.61,-1568.21,-773.78,3.0,2.0,10.0,5.0,17641680077.0,4.0
600.0,600.0,-180.0,-180.0,1.0,1.0,1.0,1.0,40619968437.0,1.0
700.0,400.0,-1244.6,-438.82,2.0,1.0,9.0,3.0,55662920336.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99594811995.0,0.0
0.0,0.0,-315.0,-105.0,0.0,0.0,3.0,1.0,26655039625.0,1.0
1490.0,500.0,-542.64,0.0,2.0,1.0,4.0,0.0,32611352292.0,3.0
500.0,500.0,-124.24,-124.24,1.0,1.0,1.0,1.0,33647191825.0,1.0
975.0,0.0,-729.75,-729.75,1.0,0.0,5.0,5.0,25657128474.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54618820474.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80628795697.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47665508720.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95638614736.0,0.0
375.0,375.0,0.0,0.0,1.0,1.0,0.0,0.0,12667180034.0,1.0
1800.0,1800.0,-130.57,-130.57,2.0,2.0,1.0,1.0,48645246748.0,3.0
300.0,300.0,-180.0,-180.0,1.0,1.0,2.0,2.0,69629662111.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24607980954.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78604277545.0,0.0
1000.0,1000.0,-308.36,-308.36,1.0,1.0,2.0,2.0,46638405343.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10634573295.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77622151859.0,0.0
575.0,575.0,-772.26,-472.26,1.0,1.0,3.0,2.0,22647224876.0,3.0
0.0,0.0,-181.12,-90.56,0.0,0.0,2.0,1.0,76615450541.0,1.0
2300.0,1300.0,-2144.34,-2144.34,4.0,3.0,4.0,4.0,28633568992.0,3.0
4200.0,3900.0,-6468.919999999999,0.0,3.0,2.0,17.0,0.0,77615184854.0,4.0
245.0,0.0,-553.9100000000001,0.0,3.0,0.0,4.0,0.0,94582863054.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77643071044.0,0.0
0.0,0.0,-282.48,-94.16,0.0,0.0,12.0,4.0,87602109627.0,1.0
1400.0,800.0,-801.8,-719.5799999999999,3.0,1.0,5.0,4.0,70655647322.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18663150610.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71583511811.0,0.0
900.0,0.0,-2372.8599999999997,-1017.7299999999999,3.0,0.0,14.0,7.0,75617811431.0,4.0
500.0,500.0,-160.89,-160.89,1.0,1.0,1.0,1.0,88608910516.0,2.0
3785.0,1010.0,-4267.12,-1328.03,13.0,4.0,16.0,5.0,73618525149.0,4.0
500.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,75648030122.0,1.0
4000.0,500.0,-434.5,-434.5,2.0,1.0,2.0,2.0,63609218216.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22636532644.0,0.0
975.0,975.0,0.0,0.0,1.0,1.0,0.0,0.0,10602450247.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62594148875.0,0.0
950.0,750.0,-402.04,-107.83,2.0,1.0,4.0,1.0,15603788652.0,2.0
650.0,0.0,-835.3600000000001,-550.34,1.0,0.0,5.0,3.0,52636142668.0,2.0
1121.01,221.01,-5767.5,-3110.04,2.0,1.0,16.0,8.0,16651412258.0,4.0
500.0,500.0,-933.0,-600.6199999999999,1.0,1.0,6.0,4.0,24608733385.0,3.0
313.69,0.0,-313.69,0.0,1.0,0.0,1.0,0.0,31601851636.0,1.0
1300.0,0.0,-2866.31,-879.5799999999999,1.0,0.0,14.0,4.0,14609825652.0,3.0
2130.0,0.0,-6130.490000000001,-2403.7200000000003,3.0,0.0,19.0,8.0,75612107682.0,8.0
600.0,200.0,-528.52,-528.52,2.0,1.0,4.0,4.0,10639070556.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51637033825.0,0.0
1000.0,1000.0,0.0,0.0,2.0,2.0,0.0,0.0,79613791824.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19618618640.0,0.0
550.0,200.0,-633.76,-486.9,3.0,1.0,3.0,2.0,59655355590.0,2.0
1650.0,800.0,-2416.59,-801.59,4.0,2.0,7.0,3.0,81580629618.0,4.0
0.0,0.0,-603.0,0.0,0.0,0.0,6.0,0.0,82641656484.0,1.0
1750.0,1750.0,-405.24,-405.24,1.0,1.0,1.0,1.0,75652793748.0,1.0
1025.0,1025.0,-492.0,-492.0,2.0,2.0,3.0,3.0,98656251688.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62587128171.0,0.0
1263.63,1263.63,-841.71,-565.71,3.0,3.0,5.0,2.0,13643786056.0,5.0
0.0,0.0,-503.12,-89.88,0.0,0.0,6.0,1.0,82659972522.0,1.0
0.0,0.0,-606.94,-168.92,0.0,0.0,4.0,1.0,32634821687.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27663933898.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95655096381.0,0.0
1300.0,0.0,-611.64,-561.64,3.0,0.0,7.0,6.0,55582584882.0,3.0
1400.0,1000.0,-1265.84,-713.4799999999999,3.0,2.0,11.0,5.0,46580689968.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23661148380.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27663774049.0,0.0
0.0,0.0,-725.3,-90.81,0.0,0.0,8.0,1.0,41586883239.0,2.0
0.0,0.0,-1549.6100000000001,-467.94,0.0,0.0,14.0,4.0,95609129146.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23652752227.0,0.0
700.0,300.0,-623.25,-298.19,2.0,1.0,11.0,5.0,28642830711.0,4.0
1400.0,0.0,-395.96,-197.98,1.0,0.0,4.0,2.0,29648395683.0,2.0
625.0,625.0,-62.58,-62.58,2.0,2.0,1.0,1.0,86658217388.0,3.0
0.0,0.0,-560.0400000000001,-186.68,0.0,0.0,6.0,2.0,92608193524.0,1.0
0.0,0.0,-203.01,-94.06,0.0,0.0,3.0,1.0,66610751447.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75643697913.0,0.0
400.0,400.0,-2256.99,-1164.2799999999997,1.0,1.0,12.0,5.0,61650092685.0,4.0
4800.0,1700.0,-6694.11,-2265.25,8.0,3.0,11.0,3.0,55650535926.0,6.0
700.0,0.0,-1015.55,-219.39999999999998,3.0,0.0,11.0,3.0,33582431328.0,5.0
0.0,0.0,-1443.9800000000002,-503.36,0.0,0.0,12.0,4.0,41623414155.0,2.0
300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79656136082.0,1.0
2750.0,950.0,-3491.7700000000004,-1076.1,6.0,2.0,8.0,3.0,52595726851.0,2.0
2300.0,1300.0,-1979.88,-848.85,7.0,4.0,16.0,7.0,36623942072.0,7.0
0.0,0.0,-1351.11,-415.44,0.0,0.0,7.0,2.0,79586859886.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64666631052.0,0.0
6465.0,4055.0,-5500.689999999999,-1933.73,11.0,5.0,13.0,4.0,98631948080.0,5.0
1550.0,700.0,-679.8000000000001,-567.4,4.0,2.0,9.0,5.0,52619360644.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32664288749.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93637939271.0,0.0
1520.0,1010.0,-1075.0,-775.0,5.0,3.0,4.0,3.0,69586232449.0,2.0
181.08,181.08,-1561.52,-854.0799999999999,1.0,1.0,11.0,4.0,44629583089.0,4.0
5075.0,1000.0,-8995.11,-2705.7799999999997,4.0,1.0,40.0,11.0,16658558349.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19655571818.0,0.0
300.0,0.0,-324.67,-181.62,1.0,0.0,4.0,2.0,29638288159.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49618860934.0,0.0
0.0,0.0,-1010.0,-1010.0,0.0,0.0,1.0,1.0,22622112733.0,1.0
1200.0,1200.0,0.0,0.0,3.0,3.0,0.0,0.0,60609131444.0,2.0
2000.0,0.0,-772.44,-386.22,1.0,0.0,4.0,2.0,40627906522.0,1.0
1675.0,675.0,-370.0,-370.0,2.0,1.0,1.0,1.0,95617470376.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42605520644.0,0.0
0.0,0.0,-1703.5900000000001,0.0,0.0,0.0,8.0,0.0,95594799252.0,3.0
2425.0,300.0,-2395.0,-581.77,4.0,1.0,14.0,5.0,11663780142.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96653830375.0,0.0
3325.0,800.0,-96.88,-96.88,3.0,2.0,2.0,2.0,17598693654.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85659279956.0,0.0
350.0,350.0,-1850.2799999999997,-777.64,1.0,1.0,11.0,4.0,54613461687.0,2.0
700.0,0.0,-1841.34,-749.12,1.0,0.0,9.0,4.0,37629151271.0,2.0
4650.0,3750.0,-1764.39,-1554.39,6.0,4.0,8.0,6.0,41613630545.0,4.0
375.0,375.0,-1263.38,-140.99,1.0,1.0,8.0,1.0,54614269158.0,2.0
1700.0,700.0,-2484.0,-1003.3299999999999,3.0,1.0,5.0,2.0,37640903098.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65630376017.0,0.0
1360.0,60.0,-1320.89,-877.22,4.0,1.0,11.0,7.0,90618739223.0,3.0
550.0,550.0,-424.04999999999995,-141.35,1.0,1.0,3.0,1.0,20624279896.0,2.0
200.0,0.0,-319.84000000000003,-121.08,1.0,0.0,5.0,2.0,71643754182.0,2.0
775.0,775.0,-565.29,0.0,1.0,1.0,3.0,0.0,10644078717.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63633106840.0,0.0
755.0,755.0,-493.48,-493.48,2.0,2.0,3.0,3.0,27642953611.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40642268641.0,0.0
510.0,510.0,0.0,0.0,2.0,2.0,0.0,0.0,24647167742.0,2.0
3100.0,600.0,-4413.200000000001,-2247.46,6.0,1.0,21.0,11.0,11607617545.0,6.0
875.0,875.0,-2298.3,-1113.78,3.0,3.0,16.0,7.0,41596188398.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10640359135.0,0.0
1050.0,0.0,-495.75,-495.75,1.0,0.0,2.0,2.0,64651782450.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53634032848.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50581463487.0,0.0
625.0,625.0,0.0,0.0,1.0,1.0,0.0,0.0,21584423531.0,1.0
2200.0,0.0,-2955.81,-1354.99,2.0,0.0,3.0,1.0,56636822044.0,2.0
650.0,0.0,-2966.85,-1707.7400000000002,2.0,0.0,16.0,7.0,52650124250.0,5.0
0.0,0.0,-675.0,-170.0,0.0,0.0,8.0,2.0,81635653394.0,1.0
2500.0,0.0,-2216.65,-575.26,3.0,0.0,15.0,4.0,21586955050.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53627901228.0,0.0
1791.9,1191.9,-857.42,-473.62,3.0,2.0,5.0,3.0,61621323097.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31642236297.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37580694472.0,0.0
800.0,500.0,-1683.6699999999998,-712.54,2.0,1.0,19.0,8.0,78646387620.0,4.0
380.0,0.0,-1187.1,-403.84000000000003,2.0,0.0,12.0,4.0,18587326796.0,2.0
274.74,99.74,-99.74,-49.87,3.0,2.0,2.0,1.0,77614115467.0,1.0
200.0,200.0,-230.0,-230.0,1.0,1.0,2.0,2.0,18638970813.0,1.0
900.0,900.0,-195.98000000000002,-195.98000000000002,2.0,2.0,2.0,2.0,51619131167.0,3.0
1255.0,500.0,-500.0,-200.0,3.0,1.0,2.0,1.0,98588475817.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43639651495.0,0.0
1800.0,0.0,-2055.23,-918.29,1.0,0.0,19.0,8.0,81636479938.0,4.0
1100.0,600.0,-891.2199999999999,-452.57,2.0,1.0,6.0,2.0,62627007725.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75632556194.0,0.0
60.02,0.0,-932.74,-329.69,3.0,0.0,11.0,4.0,76666640555.0,4.0
1300.0,1300.0,-3989.15,-3989.15,3.0,3.0,23.0,23.0,35612457093.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80619595398.0,0.0
700.0,700.0,-330.39,-330.39,1.0,1.0,2.0,2.0,28584835362.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42662110399.0,0.0
1000.0,0.0,-1080.99,-388.49,2.0,0.0,5.0,2.0,60584060512.0,4.0
1100.0,1100.0,-461.99999999999994,-275.41999999999996,3.0,3.0,7.0,5.0,86606642891.0,4.0
250.0,0.0,-194.87,-194.87,1.0,0.0,3.0,3.0,27635333782.0,2.0
0.0,0.0,-260.0,0.0,0.0,0.0,2.0,0.0,37654397978.0,1.0
0.0,0.0,-960.0,-320.0,0.0,0.0,3.0,1.0,93608912528.0,1.0
